,Angle (degrees),Ion Energy (V)
0,-84.9064449064449,77.02702702702709
1,-79.38669438669437,91.6216216216216
2,-74.58004158004158,122.43243243243244
3,-70.0925155925156,132.1621621621622
4,-64.92203742203742,149.18918918918922
5,-59.75675675675676,170.2702702702703
6,-54.59043659043661,190.54054054054052
7,-49.76299376299377,205.1351351351352
8,-44.93035343035345,215.67567567567568
9,-39.74428274428274,220.54054054054052
10,-34.557172557172564,224.5945945945946
11,-29.717255717255725,229.45945945945945
12,-24.873180873180885,231.0810810810811
13,-20.02806652806653,231.8918918918919
14,-14.833679833679838,230.2702702702703
15,-9.638253638253644,227.83783783783787
16,10.091476091476096,228.64864864864867
17,14.93451143451142,231.0810810810811
18,20.47193347193345,231.8918918918919
19,24.97297297297297,231.0810810810811
20,29.476091476091483,228.64864864864867
21,34.67463617463619,223.78378378378375
22,39.52494802494803,220.54054054054052
23,45.06964656964655,215.67567567567568
24,49.58212058212058,205.945945945946
25,54.794178794178805,190.54054054054052
26,59.66528066528068,171.0810810810811
27,64.88461538461539,150.00000000000003
28,70.10083160083158,131.35135135135135
29,75.30353430353429,123.24324324324326
30,79.49688149688149,92.43243243243244
31,84.7079002079002,77.83783783783787
32,89.91164241164242,68.9189189189189
