# P_T,Pstar,T_e,V_vac,anom_center,anom_max,anom_min,anom_shift_length,anom_width,c0,c1,c2,c3,c4,c5,c_w,f_n,u_n
4.351978685201759589e+01 2.459255845852485223e+01 2.392184255065639586e+00 5.421568090102191206e+00 8.689285951830576948e+00 -9.063446564554881846e+00 1.694206798052268592e+00 2.157306001904009674e-01 3.558762178460866465e+01 -4.587986497634893301e-01 -1.069792602513043173e-01 -3.803727879633343889e+01 4.040654358766415655e-01 -1.151266849457586727e-01 -5.092892534924498005e-01 -5.884976919691884412e-01 -1.494191193953638142e-01 -8.260191026522617719e+00
2.459255845852485223e+01 1.486899019464870086e+01 9.374441878041859244e-01 2.711243279624558244e+00 5.966047177533761570e+00 -4.766872971755458543e+00 1.024635404099497826e+00 1.119413107825044246e-01 2.027968141965035542e+01 -1.817851564066843284e-01 3.660520691500065288e-02 -2.060609777326439129e+01 2.595024579153421551e-01 2.885063624099560298e-01 3.143104202721750395e-01 -2.485764600854745709e-01 -1.071402416163158150e-01 -4.221210908902186532e+00
2.392184255065639586e+00 9.374441878041859244e-01 1.060714715110764539e+00 9.975158256396979839e-01 1.233037330447280533e-01 -1.460710237431993297e-01 5.983543546089872822e-02 1.228263945507065448e-02 2.314378857109010479e+00 -9.162333985203872933e-02 -2.282102643313305146e-02 -3.133370558836519049e+00 7.639345056382029764e-03 -1.591709223047438060e-01 -5.392265617048875859e-01 -7.876694860731758493e-03 -8.848788162558481052e-02 -1.532697821115011516e+00
5.421568090102191206e+00 2.711243279624558244e+00 9.975158256396979839e-01 1.743713923199207594e+00 1.017969848530920096e+00 -1.154415550825415249e+00 2.211546792949872220e-01 4.126220940374335927e-02 5.136738017752429997e+00 -5.705501318617414719e-02 1.707378211405592011e-02 -6.399199799590649995e+00 9.037865534266839584e-02 -1.362410430738137668e-01 -5.009397878635902801e-01 -1.358260208424864890e-01 -6.301559841582578259e-02 -2.371842713209393771e+00
8.689285951830576948e+00 5.966047177533761570e+00 1.233037330447280533e-01 1.017969848530920096e+00 4.011205709854612778e+00 -1.443420231933676856e+00 4.915951555658891747e-01 8.379261441655985743e-02 7.757972221694718229e+00 -6.020776263922138216e-02 1.086222210613905642e-01 -7.242511935656572142e+00 1.400340762481280532e-01 3.443420566319819187e-01 6.637388059498926518e-01 -6.457870838970927729e-02 -1.440641084983262238e-02 -5.863074116571490579e-01
-9.063446564554881846e+00 -4.766872971755458543e+00 -1.460710237431993297e-01 -1.154415550825415249e+00 -1.443420231933676856e+00 2.606090332364032314e+00 -3.736155228287386665e-01 -5.348793285964972832e-02 -7.220024030610209032e+00 6.272178646553649983e-02 2.522147068559411204e-02 8.093481434401166297e+00 -1.254592286632250919e-01 2.082743545522085793e-01 3.285679165161185522e-01 2.346334530112128003e-01 -1.928540340533415470e-02 1.359010731565408303e+00
1.694206798052268592e+00 1.024635404099497826e+00 5.983543546089872822e-02 2.211546792949872220e-01 4.915951555658891747e-01 -3.736155228287386665e-01 9.796360345779053791e-02 7.890654790966932994e-03 1.477376998359748450e+00 -1.543614448748809043e-02 5.295456053360889093e-03 -1.531822726214332908e+00 2.635734616940989955e-02 -1.571884244808698788e-02 1.122113780777058561e-02 -1.554567510672669531e-02 -9.458377211539193948e-04 -2.599247159461516854e-01
2.157306001904009674e-01 1.119413107825044246e-01 1.228263945507065448e-02 4.126220940374335927e-02 8.379261441655985743e-02 -5.348793285964972832e-02 7.890654790966932994e-03 1.878291231102058659e-02 1.759548788537344532e-01 -2.521946711665994101e-03 -1.404591934823802742e-03 -1.985968121856987179e-01 6.512207151992404665e-03 -1.426902762970590427e-03 6.322539270648529913e-03 -4.445712591045092310e-03 -4.420508664218262933e-03 -1.559634960293106816e-03
3.558762178460866465e+01 2.027968141965035542e+01 2.314378857109010479e+00 5.136738017752429997e+00 7.757972221694718229e+00 -7.220024030610209032e+00 1.477376998359748450e+00 1.759548788537344532e-01 3.012299599006962580e+01 -3.935033907362114891e-01 -1.588871442874200193e-02 -3.255407434125442734e+01 3.775123113587877666e-01 -2.478180919511534519e-01 -2.630260312242234111e-01 -4.648953577187441843e-01 -1.072124895619769452e-01 -7.825562818039474955e+00
-4.587986497634893301e-01 -1.817851564066843284e-01 -9.162333985203872933e-02 -5.705501318617414719e-02 -6.020776263922138216e-02 6.272178646553649983e-02 -1.543614448748809043e-02 -2.521946711665994101e-03 -3.935033907362114891e-01 6.864091026847773946e-02 7.482696172737770754e-03 4.721046781672171844e-01 -4.242889198045914426e-03 1.575282146651528492e-02 9.501495587023929545e-02 1.163256403309655476e-02 -1.245512260833459353e-02 8.134042875758702718e-02
-1.069792602513043173e-01 3.660520691500065288e-02 -2.282102643313305146e-02 1.707378211405592011e-02 1.086222210613905642e-01 2.522147068559411204e-02 5.295456053360889093e-03 -1.404591934823802742e-03 -1.588871442874200193e-02 7.482696172737770754e-03 4.544135060316902008e-02 1.056983374703464457e-01 9.626277936084665435e-03 1.439156061965602904e-02 -3.417179620131271210e-03 7.785689170895449202e-04 -5.968012068681354763e-05 2.352435740698070529e-02
-3.803727879633343889e+01 -2.060609777326439129e+01 -3.133370558836519049e+00 -6.399199799590649995e+00 -7.242511935656572142e+00 8.093481434401166297e+00 -1.531822726214332908e+00 -1.985968121856987179e-01 -3.255407434125442734e+01 4.721046781672171844e-01 1.056983374703464457e-01 3.676817145761331318e+01 -3.914937580094641767e-01 7.383796162373325034e-01 8.507888980999550599e-01 6.130253567138662651e-01 1.076541179844874574e-01 9.787324488604125960e+00
4.040654358766415655e-01 2.595024579153421551e-01 7.639345056382029764e-03 9.037865534266839584e-02 1.400340762481280532e-01 -1.254592286632250919e-01 2.635734616940989955e-02 6.512207151992404665e-03 3.775123113587877666e-01 -4.242889198045914426e-03 9.626277936084665435e-03 -3.914937580094641767e-01 2.885299676379858222e-02 -2.574128485928318597e-02 -2.213917976207593896e-02 -7.151920413648233700e-03 -1.878203033276277731e-03 -6.176047156441581004e-02
-1.151266849457586727e-01 2.885063624099560298e-01 -1.591709223047438060e-01 -1.362410430738137668e-01 3.443420566319819187e-01 2.082743545522085793e-01 -1.571884244808698788e-02 -1.426902762970590427e-03 -2.478180919511534519e-01 1.575282146651528492e-02 1.439156061965602904e-02 7.383796162373325034e-01 -2.574128485928318597e-02 5.510906869270505437e-01 -1.456854603627714961e-02 1.839973848239200016e-02 2.373630714060743704e-02 3.247223965281355040e-01
-5.092892534924498005e-01 3.143104202721750395e-01 -5.392265617048875859e-01 -5.009397878635902801e-01 6.637388059498926518e-01 3.285679165161185522e-01 1.122113780777058561e-02 6.322539270648529913e-03 -2.630260312242234111e-01 9.501495587023929545e-02 -3.417179620131271210e-03 8.507888980999550599e-01 -2.213917976207593896e-02 -1.456854603627714961e-02 1.096383641457876701e+00 3.166658792144329965e-02 -3.503297603636119917e-02 3.227427522239285085e-01
-5.884976919691884412e-01 -2.485764600854745709e-01 -7.876694860731758493e-03 -1.358260208424864890e-01 -6.457870838970927729e-02 2.346334530112128003e-01 -1.554567510672669531e-02 -4.445712591045092310e-03 -4.648953577187441843e-01 1.163256403309655476e-02 7.785689170895449202e-04 6.130253567138662651e-01 -7.151920413648233700e-03 1.839973848239200016e-02 3.166658792144329965e-02 5.868524567933794400e-02 1.320738528727647548e-02 1.309008422079772360e-01
-1.494191193953638142e-01 -1.071402416163158150e-01 -8.848788162558481052e-02 -6.301559841582578259e-02 -1.440641084983262238e-02 -1.928540340533415470e-02 -9.458377211539193948e-04 -4.420508664218262933e-03 -1.072124895619769452e-01 -1.245512260833459353e-02 -5.968012068681354763e-05 1.076541179844874574e-01 -1.878203033276277731e-03 2.373630714060743704e-02 -3.503297603636119917e-02 1.320738528727647548e-02 6.938305562305624452e-02 1.231138422897078977e-01
-8.260191026522617719e+00 -4.221210908902186532e+00 -1.532697821115011516e+00 -2.371842713209393771e+00 -5.863074116571490579e-01 1.359010731565408303e+00 -2.599247159461516854e-01 -1.559634960293106816e-03 -7.825562818039474955e+00 8.134042875758702718e-02 2.352435740698070529e-02 9.787324488604125960e+00 -6.176047156441581004e-02 3.247223965281355040e-01 3.227427522239285085e-01 1.309008422079772360e-01 1.231138422897078977e-01 5.007048904250829935e+00
