,Angle (degrees),Electron Temperature (eV)
0,-3.0346856740292587,2.2968698631083115
1,-1.587031895349,2.326546765571257
2,-0.1393781166687411,2.354052187366182
3,1.3082756620115177,2.389519704943848
4,2.7559294406917765,2.4119583385133923
5,4.203583219372039,2.405443896509331
6,5.651236998052294,2.3924150125012087
7,7.098890776732556,2.3750431671570458
8,8.546544555412812,2.34247095713674
9,9.994198334093074,2.3026604782230327
10,11.44185211277333,2.277326537096128
11,12.889505891453592,2.253440249747904
12,14.337159670133849,2.2288301355103397
13,15.78481344881411,2.2121821170555167
14,17.232467227494364,2.2006008868260745
15,18.680121006174627,2.191191137264653
16,20.12777478485488,2.183229041481911
17,21.575428563535144,2.170923984363129
18,23.0230823422154,2.161514234801708
19,24.470736120895666,2.1564474465763266
20,25.918389899575924,2.1463138701255646
21,27.36604367825618,2.136180293674803
22,28.81369745693644,2.1289420247814017
23,30.261351235616697,2.126046717224041
24,31.70900501429696,2.1173607945519595
25,33.15665879297721,2.113017833215918
26,34.60431257165747,2.107227218101197
27,36.051966350337736,2.1007127760971365
28,37.499620129017984,2.092750680314395
29,38.947273907698246,2.097093641650436
30,40.39492768637851,2.103608083654497
31,41.84258146505877,2.115913140773279
32,43.29023524373902,2.130389678560082
33,44.73788902241928,2.1455900432362247
34,46.18554280109954,2.163685715469728
35,47.633196579779806,2.1781622532565303
36,49.08085035846007,2.181057560813891
37,50.52850413714032,2.181057560813891
38,51.97615791582058,2.1781622532565303
39,53.42381169450084,2.170200157473789
40,54.58193471744505,2.159101478503907
41,72.33982106925622,1.7030905382196253
42,76.20023114573692,1.6934395130284237
43,77.74439517632919,1.678721699611841
44,79.19204895500945,1.6642451618250385
45,80.6397027336897,1.6642451618250385
46,82.08735651236996,1.6743787382758002
47,83.53501029105023,1.6664166424930589
48,84.69313331399444,1.657248168561417
49,87.00937935988284,1.6374635669194535
50,88.4570331385631,1.6425303551448345
51,91.06280994018758,1.650492450927576
52,92.51046371886784,1.6512162778169162
53,93.81335211968006,1.6195488514082854
54,95.1162405204923,1.5911386460016852
55,96.56389429917256,1.578833588882903
56,98.01154807785282,1.5650808779854406
57,99.31443647866504,1.550785296920973
58,57.34463276836158,2.115819209039548
59,60.73446327683615,2.042372881355932
60,63.67231638418079,1.9406779661016949
61,68.64406779661017,1.7994350282485876
62,70.0,1.765536723163842
