,Angle,Current Density
0,-90.28892455858748,0.00478339085586663
1,-85.08828250401284,0.005905262983736442
2,-79.88764044943821,0.00785999724532945
3,-74.97592295345105,0.011279382410330382
4,-69.7752808988764,0.013511911268043469
5,-64.86356340288924,0.015240682892852775
6,-59.662921348314605,0.019982582853285146
7,-54.46227929373997,0.02393773671266166
8,-49.83948635634029,0.03283508517577176
9,-44.63884430176565,0.04783403639958559
10,-39.72712680577849,0.06178005203409912
11,-34.815409309791335,0.0847429017644041
12,-29.903691813804173,0.12160915147009216
13,-24.70304975922953,0.15706430548499617
14,-19.79133226324238,0.22539300069487098
15,-14.590690208667738,0.3138567273852164
16,-9.678972712680576,0.5644606852450028
17,-4.767255216693428,0.7979224245609946
18,0.43338683788121557,0.8602812292874888
19,5.3451043338683775,0.7860039258647874
20,10.25682182985554,0.5730198332591189
21,10.545746388443021,0.5235448864937863
22,15.457463884430169,0.3138567273852164
23,20.36918138041733,0.2220263248098135
24,25.280898876404493,0.15471824944931872
25,30.481540930979136,0.12160915147009216
26,35.393258426966284,0.0847429017644041
27,40.59390048154093,0.06178005203409912
28,45.505617977528075,0.04783403639958559
29,50.70626003210272,0.03333297698900506
30,55.61797752808987,0.024300714395611663
31,60.52969502407704,0.019982582853285146
32,65.73033707865169,0.015240682892852775
33,70.64205457463883,0.013511911268043469
34,75.55377207062598,0.011279382410330382
35,80.46548956661316,0.00785999724532945
36,85.6661316211878,0.005905262983736442
37,90.57784911717495,0.00478339085586663
