,Angle,Current Density
0,-89.6639566395664,0.008503108453936089
1,-84.58265582655827,0.010046544447009536
2,-79.50135501355012,0.012583728760008645
3,-74.58943089430893,0.01462192126421176
4,-69.67750677506774,0.016990240773169796
5,-64.42682926829266,0.0190944356723736
6,-59.51490514905147,0.02110426455871648
7,-54.43360433604335,0.02493499089882205
8,-49.52168021680215,0.028494458441666273
9,-44.60975609756096,0.036290833686097874
10,-39.52845528455283,0.047391377425349525
11,-34.61653116531163,0.06506289981116666
12,-29.70460704607045,0.09007192596882116
13,-24.62330623306231,0.12679127874263818
14,-19.711382113821116,0.17406981425590262
15,-14.63008130081299,0.2800106771828284
16,-9.379403794037913,0.4143870951033195
17,-9.887533875338733,0.5366444707689441
18,-4.636856368563656,0.7941787991177296
19,-4.636856368563656,0.9305406103869454
20,0.4444444444444855,1.146262463095532
21,5.5257452574525985,0.9305406103869454
22,5.5257452574525985,0.7810420030335674
23,10.43766937669379,0.5411387182256607
24,10.43766937669379,0.4143870951033195
25,15.349593495934997,0.2800106771828284
26,20.43089430894311,0.17406981425590262
27,25.34281842818433,0.12679127874263818
28,30.254742547425508,0.08932386357636422
29,35.505420054200584,0.06506289981116666
30,40.24796747967483,0.047391377425349525
31,45.498644986449904,0.036290833686097874
32,49.902439024390276,0.028257807204065146
33,54.98373983739842,0.02493499089882205
34,60.06504065040653,0.020928990115908392
35,64.8075880758808,0.018935853194225683
36,69.88888888888894,0.01684913398518354
37,74.80081300813012,0.014500483765395453
38,79.88211382113826,0.012479218790437226
39,84.79403794037947,0.010046544447009536
40,89.87533875338761,0.008432488717709144
