,Angle (degrees),Electron Temperature (eV)
0,-3.0346856740292587,1.89731742019256
1,-1.587031895349,1.9117939579793628
2,-0.1393781166687411,1.9233751882088048
3,1.3082756620115177,1.9320611108808865
4,2.7559294406917765,1.9364040722169271
5,4.203583219372039,1.9233751882088048
6,5.651236998052294,1.9117939579793628
7,7.098890776732556,1.9002127277499208
8,8.546544555412812,1.8900791512991588
9,9.994198334093074,1.8813932286270771
10,11.44185211277333,1.874154959733676
11,12.889505891453592,1.8654690370615945
12,14.337159670133849,1.858230768168193
13,15.78481344881411,1.8538878068321525
14,17.232467227494364,1.846649537938751
15,18.680121006174627,1.84085892282403
16,20.12777478485488,1.8336206539306288
17,21.575428563535144,1.829277692594588
18,23.0230823422154,1.824934731258547
19,24.470736120895666,1.8198679430331663
20,25.918389899575924,1.813353501029105
21,27.36604367825618,1.8046675783570236
22,28.81369745693644,1.8032199245783436
23,30.261351235616697,1.8032199245783436
24,31.70900501429696,1.8003246170209828
25,33.15665879297721,1.8010484439103227
26,34.60431257165747,1.8032199245783436
27,36.051966350337736,1.8032199245783436
28,37.499620129017984,1.8032199245783436
29,38.947273907698246,1.8024960976890032
30,40.39492768637851,1.8003246170209828
31,41.84258146505877,1.8090105396930645
32,43.29023524373902,1.8148011548077851
33,44.73788902241928,1.819144116143826
34,46.18554280109954,1.830725346373268
35,47.633196579779806,1.8452018841600708
36,49.08085035846007,1.8604022488362133
37,50.52850413714032,1.8770502672910363
38,51.97615791582058,1.8922506319671792
39,53.42381169450084,1.9096224773113424
40,54.871465473181104,1.9233751882088048
41,56.31911925186135,1.9277181495448452
42,57.766773030541614,1.9277181495448452
43,59.21442680922188,1.9103463042006823
44,60.66208058790214,1.89731742019256
45,62.10973436658239,1.8842885361844377
46,63.55738814526265,1.8596784219468732
47,65.00504192394291,1.8336206539306288
48,66.45269570262317,1.8119058472504248
49,67.46605334769936,1.795981655684942
50,71.95378006160816,1.7416946389844323
51,73.3290511513544,1.7272181011976298
52,76.00721064191288,1.7055032945174258
53,78.13043618397725,1.6886140004328227
54,88.74656389429916,1.623710856021991
55,90.19421767297942,1.613577279571229
56,91.64187145165968,1.606339010677828
57,93.08952523033992,1.5896909922230051
58,94.5371790090202,1.5636332242067603
59,95.98483278770046,1.5491566864199575
60,97.3359763144687,1.5317848410757946
61,98.30107883358887,1.517308303288992
