,Angle (degrees),Electron Density (m^-3)
0,-3.231483342231101,5756540356687523.0
1,-1.8537442680453824,6177050176618083.0
2,-0.3255310410251297,6189872520849609.0
3,1.202611274518766,6189872520849609.0
4,2.729831740869983,6025238190328052.0
5,4.254641217024982,5465717233738598.0
6,5.779592516132702,4978760681751989.0
7,7.305040195574932,4601499431326428.0
8,8.830842432398967,4297148606298279.0
9,10.356431934793925,3988041288588128.0
10,11.882092348665232,3708851926201316.0
11,13.407469116631106,3420716169061145.0
12,14.932987707549708,3168077066931376.5
13,16.45978270504277,3045683696123795.0
14,17.986435879583112,2915900549568184.0
15,19.511954470501703,2700544916322298.0
16,21.037827618802098,2527161408719892.5
17,22.56412623596065,2394517478737482.5
18,24.09085032197735,2297240670840879.0
19,25.61757440799405,2203915714387666.5
20,27.14472396286891,2140853360844743.2
21,28.670668022645657,2007562490967566.5
22,30.19689572832785,1898250520097928.8
23,31.724328929108157,1859292725187312.8
24,33.25126574955394,1794890596563880.2
25,34.77671342899616,1658884326304982.2
26,36.30272840024928,1558830272887783.0
27,37.82916884036054,1483149785607408.2
28,39.35624748375904,1437726829054269.2
29,40.88226245501215,1351011682812608.0
30,42.40735557707258,1235760608360144.5
31,43.93415057456565,1188019059410097.5
32,45.46144195239323,1158821379611063.2
33,46.98880424169717,1132687651419275.0
34,48.36219998795588,1070457616680956.0
35,49.73442569485466,977618221439563.6
36,51.26185889563496,957554562945341.6
37,52.78950483084432,943755509243229.8
38,54.315236156192,879508263729089.6
39,55.842031153685056,845529929623981.0
40,57.36946435446535,828177119106968.9
41,58.89760667000924,828177119106968.9
42,60.425110782265904,812864291756274.5
43,61.95070028466087,754392424965614.4
44,63.477778928059365,731288396852094.5
45,65.00592124360325,731288396852094.5
46,66.53406355914714,731288396852094.5
47,68.06163858288015,719256965883261.9
48,69.5879372000387,681505095229968.9
49,71.11494493196084,659264810628948.9
50,72.64308724750472,659264810628948.9
51,74.17122956304861,659264810628948.9
52,75.69873367530529,647075137682614.4
53,77.22446500065296,603024750872023.0
54,78.75211093586233,594334728138080.2
55,80.27968595959534,584556510290298.4
56,81.80534637346666,543633674347246.8
57,83.33228319391243,524803306570808.8
58,84.86042550945632,524803306570808.8
59,86.38870964795294,526984345324429.75
60,87.9165683175914,522631294518048.9
61,89.4422287314627,486043634731922.4
62,90.96959102076664,475082383530554.1
63,92.49815880516869,481030242229180.0
64,94.02438651085087,454838099238586.6
65,95.55153606572576,441823463138067.6
66,97.08074205341502,455782253893526.4
67,98.60696975909724,430964866298037.75
68,99.826528966684,395291865104983.9
