,Angle (degrees),Ion Energy (V)
0,-85.2266213262084,63.39130434782607
1,-79.85183385960651,72.78260869565213
2,-75.45931503521983,100.95652173913044
3,-70.4187515180957,111.13043478260867
4,-65.36944376973526,128.3478260869565
5,-59.98008258440613,149.4782608695652
6,-54.92105902356086,174.52173913043475
7,-49.87077969395191,192.52173913043475
8,-45.16346854505708,204.26086956521735
9,-39.78770949720671,214.4347826086956
10,-35.08914257954824,219.13043478260863
11,-29.72212776293418,222.26086956521732
12,-24.686422152052472,228.52173913043472
13,-20.3249939276172,231.65217391304344
14,-14.963808598494056,230.0869565217391
15,-9.939761962594131,226.9565217391304
16,10.171969880981294,226.9565217391304
17,15.203789166869072,230.0869565217391
18,20.23463687150837,232.4347826086956
19,25.59290745688608,228.52173913043472
20,30.613067767792074,222.26086956521732
21,34.966723342239504,219.13043478260863
22,40.3230507651202,213.6521739130434
23,45.33932475103231,204.26086956521735
24,50.35268399319892,192.52173913043475
25,55.35827058537768,174.52173913043475
26,60.01991741559388,149.4782608695652
27,65.0216176827787,128.3478260869565
28,70.02914743745444,111.91304347826087
29,75.04250667962108,100.17391304347824
30,80.37260140879278,73.56521739130432
31,85.05270828273012,63.39130434782607
32,90.0689822686422,53.99999999999994
