,Angle (degrees),Ion Energy (V)
0,-85.11864406779662,6.057537912578027
1,-79.93220338983052,6.788537020517367
2,-75.05084745762713,7.518331846565502
3,-69.86440677966102,8.959857270294322
4,-64.98305084745763,11.821231043710895
5,-60.10169491525425,13.972078501338046
6,-54.91525423728814,18.966235504014207
7,-50.03389830508476,26.8012934879572
8,-44.84745762711865,35.348082069580755
9,-39.66101694915256,51.000133809099
10,-35.08474576271186,74.46556645851916
11,-30.203389830508485,95.80062444246208
12,-25.01694915254238,121.400044603033
13,-19.83050847457628,147.70999107939338
14,-14.949152542372886,215.2292595896521
15,-9.762711864406782,226.6181534344335
16,10.372881355932208,227.40816235504013
17,14.949152542372886,215.3472792149866
18,20.135593220338976,147.86775200713646
19,25.01694915254238,120.88702051739516
20,30.203389830508456,96.03907225691349
21,35.389830508474574,74.74375557537917
22,40.27118644067798,51.315655664585165
23,44.84745762711864,35.70214094558435
24,50.03389830508473,27.196297948260508
25,55.22033898305085,18.69045495093667
26,60.10169491525423,14.446565566458505
27,65.28813559322035,11.6249330954505
28,69.86440677966101,9.51141837644957
29,75.35593220338981,8.112042818911675
30,79.9322033898305,7.419580731489702
31,85.42372881355931,6.020205173951808
32,90.61016949152544,6.0406779661016685
