,Angle,Current Density
0,-89.91394148020655,0.011568991277525264
1,-84.75043029259896,0.013689730823714516
2,-79.5869191049914,0.015264919924165088
3,-74.63855421686748,0.016523203636030135
4,-69.69018932874354,0.0187929002264823
5,-64.52667814113596,0.021374371865295914
6,-59.57831325301205,0.024796640451909942
7,-54.62994836488812,0.028483435051328887
8,-49.6815834767642,0.03304394170056948
9,-44.73321858864027,0.03910130592924756
10,-39.784853700516344,0.05008300772766073
11,-34.83648881239243,0.06351694140188664
12,-29.67297762478485,0.08719437641456058
13,-24.72461273666093,0.12453379926159266
14,-19.77624784853701,0.17095670429791993
15,-14.827882960413078,0.2465953393194214
16,-9.66437177280551,0.4085856500891162
17,-9.66437177280551,0.498060868716933
18,-4.71600688468159,0.7474480468066769
19,-4.71600688468159,0.8844645414654858
20,0.23235800344234292,1.1217074413300974
21,5.180722891566276,0.8757506351268466
22,5.180722891566276,0.7474480468066769
23,10.344234079173845,0.49315388199505766
24,10.344234079173845,0.4085856500891162
25,15.292598967297764,0.2465953393194214
26,20.240963855421683,0.17095670429791993
27,25.40447504302925,0.12330686950705176
28,30.3528399311532,0.08719437641456058
29,35.51635111876075,0.06351694140188664
30,40.464716006884686,0.05058134437851908
31,45.41308089500862,0.038716072715690615
32,50.361445783132524,0.03304394170056948
33,55.30981067125646,0.02820281104256001
34,60.47332185886404,0.024552339417463924
35,65.42168674698797,0.021374371865295914
36,70.37005163511188,0.018607749138193734
37,75.31841652323581,0.016687613050221154
38,80.26678141135972,0.015114527142713847
39,85.43029259896733,0.01355485709321836
40,90.37865748709123,0.011568991277525264
