,Angle,Current Density
0,-90.0,0.005716656679939183
1,-84.79935794542536,0.0072536933098865984
2,-79.80470840021403,0.008867218811614631
3,-74.95585874799357,0.011481592719808337
4,-70.10700909577315,0.013876914932805396
5,-64.92375601926165,0.015655242223251323
6,-59.90770465489567,0.018280523087296868
7,-54.89165329052969,0.023066508370455083
8,-49.87560192616372,0.02910550238980885
9,-44.85955056179775,0.03867330454219557
10,-39.843499197431775,0.05411160410568436
11,-34.827447833065804,0.07441980935900849
12,-29.811396468699826,0.1059372413103523
13,-24.79534510433386,0.1444462640026719
14,-19.779293739967898,0.2091931216326136
15,-14.76324237560192,0.32178953812171956
16,-9.747191011235955,0.512340162592258
17,-9.747191011235955,0.5681255048770325
18,-4.731139646869977,0.8814735734297835
19,0.2849117174959872,0.977451419007933
20,5.4681647940074924,0.8890983147961954
21,10.48421615837347,0.5681255048770325
22,10.48421615837347,0.5167719020670917
23,15.333065810593908,0.32178953812171956
24,20.18191546281436,0.2091931216326136
25,25.365168539325865,0.14569572335977943
26,30.381219903691814,0.1059372413103523
27,35.56447298020332,0.073781598950264
28,40.5805243445693,0.05457966917157415
29,45.596575708935276,0.03867330454219557
30,50.612627073301255,0.0293572648189402
31,55.461476725521706,0.023066508370455083
32,60.477528089887656,0.018280523087296868
33,65.49357945425363,0.015655242223251323
34,70.67683253076514,0.013757909097831346
35,75.69288389513109,0.011383128721501148
36,80.54173354735154,0.008867218811614631
37,85.72498662386305,0.007211334749778713
38,90.5738362760835,0.005715081332049687
